교과,학년군,성취기준코드,평가요소,상,중,하
과학,5-6학년군,[6과11-01],식물의 구조와 기능,"생물을 이루고 있는 기본 단위가 세포임을 이해하고 세포 영구 표본을 이용하여 현미경으로 세포의 핵, 세포벽 등을 관찰할 수 있다.",식물 세포 영구 표본을 이용하여 현미경으로 세포의 핵을 찾을 수 있다.,현미경 관찰을 통해 생물을 이루고 있는 기본 단위가 세포임을 말할 수있다.
과학,5-6학년군,[6과11-03],식물의 구조와 기능,"여러 가지 식물의 구조와 기능을 관찰하거나 조사하고, 이를 설명하는 자료를 만들어 발표하고 공유할 수 있다.",여러 가지 식물의 특징을 설명하는 자료를 만들 수 있다.,여러 가지 식물의 특징을 말할 수 있다.(12) 지구의 운동성취기준성취기준별 성취수준
과학,5-6학년군,[6과12-01],지구의 운동,"남쪽 하늘을 바라보는 관측자 관점에서 하루 동안 태양과 별을 관찰하여기록하고, 위치 변화의 규칙성을 찾아 설명할 수 있다.","남쪽 하늘을 바라보는 관측자 관점에서 하루 동안 태양과 별을 관찰하고기록하여, 하루 동안 천체의 위치가 달라짐을 설명할 수 있다.",하루 동안 태양과 별의 위치가 달라짐을 말할 수 있다.
과학,5-6학년군,[6과12-02],지구의 운동,"지구가 자전축을 중심으로 하루에 한 바퀴 도는 것을 알고, 낮과 밤이 생기는 이유를 모형실험을 통해 지구의 자전으로 설명할 수 있다.",모형실험을 통해 낮과 밤이 생기는 이유를 지구의 자전으로 설명할 수있다.,지구의 자전에 따라 낮과 밤이 생기는 현상을 관찰할 수 있다.
과학,5-6학년군,[6과12-03],지구의 운동,"지구의 공전을 알고, 천체 관측 프로그램을 이용하여 계절에 따라 달라지는 별자리를 관찰하고 설명할 수 있다.",천체 관측 프로그램을 이용하여 계절에 따라 달라지는 별자리를 관찰할수 있다.,계절에 따라 별자리가 달라진다는 것을 말할 수 있다.(13) 계절의 변화성취기준성취기준별 성취수준
과학,5-6학년군,[6과13-01],계절의 변화,"하루 동안 태양 고도, 그림자 길이, 기온을 측정하고, 이들의 관계를 찾아설명할 수 있다.","하루 동안 태양 고도를 측정하고, 태양 고도의 변화를 설명할 수 있다.","태양 고도의 의미를 이해하고, 태양 고도를 측정할 수 있다."
과학,5-6학년군,[6과13-02],계절의 변화,"디지털 자료를 활용하여 계절별 태양의 남중 고도, 낮의 길이를 조사하고,자료에 근거하여 이들 사이의 관계를 추론할 수 있다.","디지털 자료를 활용하여 계절별 태양의 남중 고도, 낮의 길이를 조사하고,태양의 남중 고도에 따라 낮의 길이가 달라진다는 것을 설명할 수 있다.","디지털 자료를 활용하여 계절별 태양의 남중 고도, 낮의 길이를 조사할수 있다."
과학,5-6학년군,[6과13-03],계절의 변화,계절 변화의 원인을 지구 자전축의 기울기와 지구의 공전에 따른 태양의남중 고도 변화로 설명할 수 있다.,계절의 변화가 지구의 자전축이 기울어진 채 공전하는 것과 관련이 있음을말할 수 있다.,계절 변화가 지구의 자전축 기울기와 관련 있다는 것을 말할 수 있다.(14) 물질의 연소성취기준성취기준별 성취수준
과학,5-6학년군,[6과14-01],물질의 연소,서로 다른 물질을 섞기 전과 후의 성질을 비교하여 물질의 성질이 달라지는 변화와 달라지지 않는 변화가 있음을 추론할 수 있다.,서로 다른 물질을 섞은 후 나타나는 변화를 관찰하여 물질의 성질이 달라질 수 있음을 설명할 수 있다.,서로 다른 물질을 섞었을 때 물질의 성질이 달라질 수 있음을 말할 수있다.
과학,5-6학년군,[6과14-02],물질의 연소,"여러 연소 사례를 통해 물질이 탈 때 나타나는 공통적인 현상을 관찰하고,연소에 필요한 조건을 설명할 수 있다.","물질이 타는 여러 사례를 관찰하고, 공통적인 현상을 찾아 말할 수 있다.",물질이 탈 때 나타나는 현상을 관찰하여 말할 수 있다.
과학,5-6학년군,[6과14-03],물질의 연소,"연소 생성물을 확인하는 실험에서 연소 전과 후의 물질을 비교함으로써,연소 과정에서 물질의 성질이 달라짐을 말할 수 있다.",연소 생성물을 확인하는 실험에서 연소 전과 후의 물질을 비교할 수 있다.,연소 후 생성되는 물질이 있음을 말할 수 있다.
과학,5-6학년군,[6과14-04],물질의 연소,"연소 과정에서 생성된 물질로 인한 생태계의 피해 사례를 수집하여 분석하고, 해결책을 찾아 공유할 수 있다.",연소 과정에서 생성되는 물질로 인한 생태계의 피해 사례를 수집하고 분석할 수 있다.,연소 생성물로 인한 생태계 피해 사례가 있음을 말할 수 있다.(15) 전기의 이용성취기준성취기준별 성취수준
과학,5-6학년군,[6과15-01],전기의 이용,"전구에 불이 켜지는 전기 회로에서 전지, 전구, 전선의 연결 특징을 설명할수 있다.",전구에 불이 켜지는 전기 회로와 전구에 불이 켜지지 않는 전기 회로를비교하여 차이점을 찾을 수 있다.,"전지, 전구, 전선을 연결하여 전구에 불을 켤 수 있다."
과학,5-6학년군,[6과15-03],전기의 이용,"전자석의 성질을 영구 자석과 비교하여 탐색하고, 일상생활에서 전자석이사용되는 사례를 전자석의 성질과 관련지어 설명할 수 있다.","실험을 통해 전자석의 세기와 방향을 바꾸는 방법을 찾고, 일상생활에서전자석이 사용되는 예를 조사할 수 있다.",전자석을 만들어 전기가 흐르면 자석의 성질을 갖는 것을 관찰할 수 있다.
과학,5-6학년군,[6과15-04],전기의 이용,일상생활에서 효율적이고 안전한 전기 사용 방법에 관한 적절한 계획을세워 실천할 수 있다.,효율적이고 안전한 전기 사용 방법을 조사할 수 있다.,효율적이고 안전한 전기 사용의 중요성을 인식한다.(16) 과학과 나의 진로성취기준성취기준별 성취수준
과학,5-6학년군,[6과16-01],과학과 나의 진로,"미래 사회에 일어날 수 있는 문제를 조사하여 분석하고, 미래 사회 문제를해결하는 데 과학이 기여하는 방법을 토의할 수 있다.",미래 사회에 일어날 수 있는 문제를 해결하는 데 과학이 기여할 수 있는방법을 말할 수 있다.,미래 사회에 일어날 수 있는 문제를 해결하는 데 과학이 필요함을 말할수 있다.
실과,5-6학년군,[6실01-03],인간 발달과 주도적 삶,"건강한 가정생활을 위해서는 가족원 모두에게 있는 다양한 요구에 대해 배려와 돌봄이 필요함을 이해하고, 이를 실천한다.",건강한 가정생활을 위해서는 가족원 모두에게 있는 다양한 요구에 대해 배려와 돌봄이 필요함을 이해한다.,가족에게는 가정생활 속에서 모두 다양한 요구가 있음을 이해한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실01-07],인간 발달과 주도적 삶,"직업과 진로 발달 계획이 필요성을 이해하고 자신의 특성을 스스로 탐색한후, 이에 따른 자신의 진로 발달계획을 세울 수 있다.",직업과 진로 발달 계획의 필요성을 이해하여 진로 발달계획을 세울 수 있다.,직업의 필요성과 진로 발달 계획이 필요함을 이해한다.(2) 생활환경과 지속가능한 선택성취기준성취기준별 성취수준
실과,5-6학년군,[6실02-02],생활환경과 지속가능한 선택,생활자원 관리의 필요성과 보관 및 활용의 중요성을 이해하여 합리적인 방법으로 생활자원을 보관하고 활용하며 소중하게 여기는 태도를 갖는다.,생활자원 관리의 필요성과 보관 및 활용의 중요성을 이해하여 합리적인 방법으로 생활자원을 보관하고 활용한다.,"생활자원 관리의 필요성을 이해하고, 생활자원의 보관과 활용방법을 확인한다.성취기준성취기준별 성취수준"
실과,5-6학년군,[6실02-07],생활환경과 지속가능한 선택,일상생활에서 사용하는 의생활 용품이 어떻게 구성되어 만들어 진 것인지탐색하고 구성의 원리와 제작의 절차를 이해하여 설명한다.,일상생활에서 사용하는 의생활 용품이 만들어지는 과정을 탐색하여 옷이나생활용품의 구성의 원리를 이해한다.,일상생활의 의생활 용품이 어떤 과정을 통해 만들어지는지 이해한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실02-09],생활환경과 지속가능한 선택,"일상생활 속 의생활과 관련된 문제를 이해하고 문제해결의 필요성을 인식하며, 간단한 수선 등 이를 해결하기 위한 방안을 탐색하여 스스로 해결한다.",일상생활 속 의생활과 관련된 문제를 이해하고 문제해결의 필요성을 인식하여 간단한 수선 등 이를 해결하기 위한 방안을 탐색한다.,일상생활 속 의생활과 관련하여 발생한 문제에 대하여 문제해결의 필요성을인식한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실02-11],생활환경과 지속가능한 선택,자신의 의식주 생활에서 생태지향적인 삶의 필요성과 의미를 이해하여 이를구체화 할 수 있는 방법을 탐색하고 계획하여 실천하려는 태도를 갖는다.,자신의 의식주 생활에서 생태지향적 삶의 필요성과 의미를 이해하여 이를구체화 할 수 있는 방법을 탐색한다.,일상생활 속 생태지향적 삶의 필요성과 의미를 이해한다.(3) 기술적 문제해결과 혁신성취기준성취기준별 성취수준
실과,5-6학년군,[6실03-01],기술적 문제해결과 혁신,발명의 의미를 이해하고 일상생활을 바꾼 발명품의 문제해결 사례를 탐색하여 발명과 기술의 중요성과 가치를 인식한다.,발명의 의미를 이해하고 일상생활을 바꾼 발명품의 사례를 탐색하여 발명과기술의 중요성과 가치를 인식한다.,발명의 의미를 이해하고 발명과 기술에 대한 관심과 흥미를 갖는다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실03-03],기술적 문제해결과 혁신,"발명과 특허의 관계와 지식재산권의 의미를 이해하고, 발명품의 특허 정보를 검색하고 침해 사례를 분석하여 지식재산권 활용의 올바른 태도를갖는다.",발명과 특허의 관계를 이해하고 발명품의 특허 침해 사례를 조사하여 지식재산권의 중요성을 인식한다.,발명과 특허의 관계를 이해하고 지식재산권에 대한 관심과 흥미를 갖는다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실03-04],기술적 문제해결과 혁신,수송의 의미와 수송 수단의 발달과정을 이해하고 생활 속에서 이용되는 다양한 수송 수단을 탐색하여 중요성을 인식한다.,수송의 의미를 이해하고 생활 속에서 이용되고 있는 수송 수단을 탐색하여수송 수단의 중요성을 인식한다.,수송의 의미를 이해하고 생활 속 수송 수단을 탐색한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-01],지속가능한 기술과 융합,친환경 건설 구조물을 이해하고 생활 속 건설 구조물을 탐색하여 간단한구조물을 체험하면서 건설기술의 개념과 가치에 대해서 인식한다.,생활 속 건설 구조물을 탐색하여 간단한 구조물을 체험하면서 건설기술에대한 가치를 인식한다.,생활 속 건설 구조물을 탐색하여 간단한 구조물을 체험하면서 건설기술에대한 관심과 흥미를 갖는다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-04],지속가능한 기술과 융합,로봇의 개념과 구조를 이해하고 생활 속 로봇 기능을 체험하여 로봇의 중요성과 가치를 인식한다.,로봇의 개념과 구조를 이해하고 생활 속 로봇 기능을 체험한다.,로봇의 개념을 이해하고 생활 속 로봇 기능을 체험한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-05],지속가능한 기술과 융합,로봇의 종류와 활용 사례를 통해 로봇의 작동 원리를 이해하고 로봇 활용에대한 실천적 태도를 갖는다.,로봇의 종류와 활용 사례를 통해 로봇의 작동 원리를 이해하고 로봇에 대한관심과 흥미를 갖는다.,로봇의 활용 사례를 이해하고 로봇에 대한 관심과 흥미를 갖는다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-06],지속가능한 기술과 융합,로봇의 융합 기술을 이해하고 간단한 로봇을 만들어 코딩과 프로그램을 적용하여 동작시키는 과정의 체험을 통해 융합 기술의 가치를 인식한다.,로봇의 융합 기술을 이해하고 간단한 로봇을 만들어 코딩과 프로그램을 적용하여 동작시키는 과정을 체험한다.,로봇의 융합 기술을 이해하고 간단한 로봇을 만든다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-07],지속가능한 기술과 융합,생활 속 동식물 자원을 활용 목적에 따라 분류하고 다양한 생명기술을 탐색하여 동식물 자원과 생명기술의 중요성을 인식한다.,생활 속 동식물 자원을 활용 목적에 따라 분류하고 다양한 생명기술을 탐색한다.,생활 속 동식물 자원을 활용 목적에 따라 분류한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-08],지속가능한 기술과 융합,생활 속 동식물을 기르고 가꾸는 방법을 이해하고 동식물을 기르고 가꾸는과정의 체험을 통해 생태 존중감을 갖는다.,생활 속 동식물을 기르고 가꾸는 방법을 이해하고 동식물을 기르고 가꾸는과정을 체험한다.,생활 속 동식물을 기르고 가꾸는 방법을 이해한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-09],지속가능한 기술과 융합,동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업을 이해하고 동식물과 관련된 생명기술을 탐색함으로써 농업의 순환성 및 미래가치를 인식한다.,동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업을 이해하고 동식물과 관련된 생명기술을 탐색함으로써 농업의 미래가치를 인식한다.,동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업을 이해하고 동식물과 관련된 생명기술을 탐색한다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-10],지속가능한 기술과 융합,생활 속에서 농업활동과 관련된 모습을 분석하고 이에 따른 농업활동을 체험함으로써 농업에 대한 관심을 두고 농업활동을 생활 속에서 실천한다.,생활 속에서 농업활동과 관련된 모습을 분석하고 이에 따른 농업활동을 체험하여 농업에 대한 관심을 갖는다.,생활 속에서 농업활동과 관련된 모습을 분석하고 농업에 대한 관심을 갖는다.성취기준성취기준별 성취수준
실과,5-6학년군,[6실04-11],지속가능한 기술과 융합,농업과 농촌의 다원적인 역할과 가치를 이해하고 미래 농업과 관련된 다양한 직업 세계를 탐색함으로써 농산업에 대한 올바른 진로관을 갖는다.,농업과 농촌의 다원적인 역할과 가치를 이해하고 미래 농업과 관련된 직업세계를 탐색함으로써 농산업에 대한 관심을 갖는다.,농업과 농촌의 다원적인 역할과 가치를 이해한다.(5) 디지털 사회와 인공지능성취기준성취기준별 성취수준
실과,5-6학년군,[6실05-03],디지털 사회와 인공지능,"실생활 문제를 해결하는 프로그램을 협력하여 창의적으로 작성하고, 산출물을 타인과 공유하려는 실천 의지를 갖는다.","실생활 문제를 해결하는 프로그램을 협력하여 작성하고, 산출물을 타인과공유하는 것의 가치를 인식한다.",실생활 문제를 해결하는 프로그램을 협력하여 작성한다.성취기준성취기준별 성취수준
체육,5-6학년군,[6체01-01],운동,"건강 체력과 운동 체력의 의미와 요소를 명확하게 알고, 건강 체력과 운동체력의 다양한 운동 방법을 구체적으로 설명할 수 있다.","건강 체력과 운동 체력의 의미와 요소를 대략적으로 알고, 건강 체력과 운동 체력의 다양한 운동 방법을 설명할 수 있다.","건강 체력과 운동 체력의 의미나 요소 중 일부를 대략적으로 알고, 건강체력이나 운동 체력의 운동 방법을 제시할 수 있다."
체육,5-6학년군,[6체01-02],운동,"건강 체력과 운동 체력을 측정하여 자신의 체력 수준을 명확하게 알고, 자신의 체력 수준에 맞는 다양한 운동을 꾸준히 시도할 수 있다.","건강 체력과 운동 체력을 측정하여 자신의 체력 수준을 대략적으로 알고,자신의 체력 수준에 맞는 일부 운동을 꾸준히 시도할 수 있다.",건강 체력과 운동 체력을 측정하여 자신의 체력 수준에 맞는 운동을 간헐적으로 시도할 수 있다.
체육,5-6학년군,[6체01-05],운동,체력 증진을 저해하는 개인적 조건과 환경적 조건 모두를 고려하여 전반적으로 극복하며 체력 운동을 끈기 있게 규칙적으로 수행할 수 있다.,체력 증진을 저해하는 개인적 조건과 환경적 조건 모두를 고려하며 체력운동을 끈기 있게 규칙적으로 수행할 수 있다.,체력 증진을 저해하는 개인적 조건이나 환경적 조건 중 일부를 고려하며체력 운동을 간헐적으로 수행할 수 있다.
체육,5-6학년군,[6체02-01],스포츠,"기술형 스포츠의 의미와 유형을 명확하게 알고, 기록형ㆍ동작형ㆍ투기형스포츠 각각의 특성을 예를 들어 구체적으로 설명할 수 있다.","기술형 스포츠의 의미와 유형을 대략적으로 알고, 기록형ㆍ동작형ㆍ투기형스포츠 각각의 특성을 설명할 수 있다.","기술형 스포츠의 의미를 대략적으로 알고, 기록형ㆍ동작형ㆍ투기형 스포츠의 종류를 구별할 수 있다."
체육,5-6학년군,[6체02-02],스포츠,기술형 스포츠에서 기본 움직임 기술을 응용한 여러 가지 기본 기능을 다양한 게임 상황에서 효율적으로 수행할 수 있다.,기술형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 다양한게임 상황에서 수행할 수 있다.,기술형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 게임 상황에서 부분적으로 수행할 수 있다.
체육,5-6학년군,[6체02-03],스포츠,"기술형 스포츠를 변형한 게임 활동의 경기 방법을 명확히 파악하고, 다양한게임 활동에서 여러 가지 기본 전략을 수행할 수 있다.","기술형 스포츠를 변형한 게임 활동의 경기 방법을 대략적으로 파악하고,다양한 게임 활동에서 일부 기본 전략을 수행할 수 있다.","기술형 스포츠를 변형한 게임 활동의 경기 방법 중 일부를 대략적으로 파악하고, 게임 활동에서 일부 기본 전략을 부분적으로 수행할 수 있다."
체육,5-6학년군,[6체02-04],스포츠,"전략형 스포츠의 의미와 유형을 명확하게 알고, 영역형ㆍ필드형ㆍ네트형스포츠 각각의 특성을 예를 들어 구체적으로 설명할 수 있다.","전략형 스포츠의 의미와 유형을 대략적으로 알고, 영역형ㆍ필드형ㆍ네트형스포츠 각각의 특성을 설명할 수 있다.","전략형 스포츠의 의미를 대략적으로 알고, 영역형ㆍ필드형ㆍ네트형 스포츠의 종류를 구별할 수 있다."
체육,5-6학년군,[6체02-05],스포츠,전략형 스포츠에서 기본 움직임 기술을 응용한 여러 가지 기본 기능을 다양한 게임 상황에서 효율적으로 수행할 수 있다.,전략형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 다양한게임 상황에서 수행할 수 있다.,전략형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 게임 상황에서 부분적으로 수행할 수 있다.
체육,5-6학년군,[6체02-07],스포츠,"생태형 스포츠의 의미와 유형을 명확하게 알고, 생활환경형ㆍ자연환경형스포츠 각각의 특성을 예를 들어 구체적으로 설명할 수 있다.","생태형 스포츠의 의미와 유형을 대략적으로 알고, 생활환경형ㆍ자연환경형스포츠 각각의 특성을 설명할 수 있다.","생태형 스포츠의 의미를 대략적으로 알고, 생활환경형ㆍ자연환경형 스포츠의 종류를 구별할 수 있다."
체육,5-6학년군,[6체02-08],스포츠,생태형 스포츠에서 기본 움직임 기술을 응용한 여러 가지 기본 기능을 다양한 활동 상황에 맞게 효과적으로 수행할 수 있다.,생태형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 다양한활동 상황에서 수행할 수 있다.,생태형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 활동 상황에서 부분적으로 수행할 수 있다.
체육,5-6학년군,[6체02-09],스포츠,"생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 명확히 파악하고, 다양한 활동 상황에서 여러 가지 기본 전략을 수행할 수 있다.","생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 대략적으로 파악하고, 다양한 활동 상황에서 일부 기본 전략을 수행할 수 있다.","생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 대략적으로 파악하고, 활동 상황에서 일부 기본 전략을 부분적으로 수행할 수 있다."
체육,5-6학년군,[6체02-11],스포츠,다양한 스포츠 활동에서 최선을 다하고 팀원과 협력하며 구성원 전체를 적극적으로 배려할 수 있다.,일부 스포츠 활동에서 최선을 다하고 팀원과 협력하며 구성원을 배려할 수있다.,일부 스포츠 활동에 열심히 참여하고 팀원과 부분적으로 협력하며 구성원을 배려하기 위해 노력할 수 있다.
체육,5-6학년군,[6체03-01],표현,"표현 활동의 의미와 유형을 명확하게 알고, 움직임의 방식에 따른 스포츠표현ㆍ전통 표현ㆍ현대 표현의 유형을 예를 들어 구체적으로 설명할 수있다.","표현 활동의 의미와 유형을 대략적으로 알고, 움직임의 방식에 따른 스포츠표현ㆍ전통 표현ㆍ현대 표현의 유형을 설명할 수 있다.","표현 활동의 의미를 대략적으로 알고, 움직임의 방식에 따른 스포츠 표현ㆍ전통 표현ㆍ현대 표현의 유형을 구별할 수 있다."
체육,5-6학년군,[6체03-02],표현,"스포츠 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 명확하게파악하고, 다양한 동작을 활용해 주제에 맞춰 아름답게 표현할 수 있다.","스포츠 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 대략적으로파악하고, 일부 기본 동작을 활용해 주제에 맞춰 표현할 수 있다.","스포츠 표현에서 움직임 기술을 응용한 간단한 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 표현할 수 있다."
체육,5-6학년군,[6체03-03],표현,"스포츠 표현의 기본 동작을 다양하고 창의적으로 구성하여 작품을 발표하고, 작품의 아름다움을 명확하게 이해하고 느끼며 감상할 수 있다.","스포츠 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 아름다움을 대략적으로 이해하고 느끼며 감상할 수 있다.","스포츠 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고,작품의 아름다움을 대략적으로 느끼며 감상할 수 있다."
체육,5-6학년군,[6체03-05],표현,"전통 표현의 기본 동작을 다양하게 구성하여 문화적 특색이 드러나게 작품을 발표하고, 작품의 전통적 의미를 명확하게 이해하며 감상할 수 있다.","전통 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 전통적 의미를 대략적으로 이해하며 감상할 수 있다.","전통 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고, 작품의 전통적 의미 일부를 대략적으로 이해하며 감상할 수 있다."
체육,5-6학년군,[6체03-07],표현,"현대 표현의 기본 동작을 다양하고 창의적으로 구성하여 작품을 발표하고,작품의 주제를 명확하게 이해하며 감상할 수 있다.","현대 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 주제를 대략적으로 이해하며 감상할 수 있다.","현대 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고, 작품의 주제 일부를 대략적으로 이해하며 감상할 수 있다."
음악,5-6학년군,[6음01-01],연주,바른 주법과 표현 기법을 충분히 이해하여 노래나 악기로 느낌을 담아자연스럽게 연주한다.,바른 주법과 표현 기법을 이해하여 노래나 악기로 느낌을 담아 연주한다.,바른 주법과 표현 기법을 부분적으로 이해하여 노래나 악기로 연주하려고 노력한다.
음악,5-6학년군,[6음01-02],연주,음악 요소를 충분히 이해하여 그 특징을 전체적으로 살려 노래나 악기로발표하고 연주 활동 과정에 대해 글이나 말로 구체적으로 표현한다.,음악 요소를 이해하여 그 특징을 살려 노래나 악기로 발표하고 연주 활동과정에 대해 글이나 말로 표현한다.,음악 요소를 부분적으로 이해하여 그 특징을 일부 살려 노래나 악기로발표하고 연주 활동에 대해 글이나 말로 표현하려고 노력한다.
음악,5-6학년군,[6음01-03],연주,소리의 어울림을 충분히 이해하고 다양한 방법을 적절히 활용하여 함께표현한다.,소리의 어울림을 이해하고 다양한 방법을 활용하여 함께 표현한다.,소리의 어울림을 알고 함께 표현하려고 노력한다.
음악,5-6학년군,[6음01-04],연주,간단한 형태의 연주를 충분히 이해하여 생활 속 음악 활동을 주도적으로준비하고 발표에 적극적으로 참여한다.,간단한 형태의 연주를 이해하여 생활 속 음악 활동을 준비하고 발표에참여한다.,간단한 형태의 연주를 부분적으로 이해하여 생활 속 음악 활동 준비 과정과 발표에 참여하려고 노력한다.(2) 감상성취기준성취기준별 성취수준
음악,5-6학년군,[6음02-01],감상,음악을 듣고 악곡에 나타난 음악의 여러 요소를 감지하여 전체적으로 정확하게 구별하며 표현한다.,음악을 듣고 악곡에 나타난 음악의 요소를 감지하여 정확하게 구별하며표현한다.,음악을 듣고 악곡에 나타난 음악의 요소를 부분적으로 감지하여 일부 구별하며 표현한다.
음악,5-6학년군,[6음02-02],감상,다양한 문화권의 음악을 듣고 문화권에 따른 음악적 특징과 간단한 구성을 종합적으로 인식하여 표현한다.,다양한 문화권의 음악을 듣고 문화권에 따른 음악적 특징과 간단한 구성을 인식하여 표현한다.,다양한 문화권의 음악을 듣고 문화권에 따른 음악적 특징과 간단한 구성을 부분적으로 인식하여 표현하려고 노력한다.
음악,5-6학년군,[6음02-03],감상,다양한 종류의 음악을 듣고 음악의 배경과 활용을 탐색하여 구체적으로설명한다.,다양한 종류의 음악을 듣고 음악의 배경과 활용을 탐색하여 설명한다.,다양한 종류의 음악을 듣고 음악의 배경과 활용을 탐색하여 부분적으로설명한다.
음악,5-6학년군,[6음02-04],감상,생활 속에서 다양한 음악을 적극적으로 찾아 듣고 음악의 아름다움을 느끼고 충분히 공감하여 여러 방식으로 표현한다.,생활 속에서 음악을 찾아 듣고 음악의 아름다움을 느끼고 공감하여 표현한다.,생활 속에서 음악을 듣고 음악의 아름다움을 느끼고 공감하려고 노력한다.
음악,5-6학년군,[6음02-05],감상,우리나라 음악 문화유산을 적극적으로 찾아 듣고 음악 문화유산을 충분히이해하여 국악의 음악적‧문화적 가치를 종합적으로 인식한다.,우리나라 음악 문화유산을 찾아 듣고 음악 문화유산을 이해하여 국악의음악적‧문화적 가치를 인식한다.,우리나라 음악 문화유산을 듣고 음악 문화유산을 부분적으로 이해하여국악의 음악적‧문화적 가치를 일부 인식한다.(3) 창작성취기준성취기준별 성취수준
음악,5-6학년군,[6음03-01],창작,표현하고자 하는 느낌과 아이디어를 구체적으로 떠올리고 음악적으로표현할 수 있는 여러 매체나 방법을 적절하게 활용하여 자신감 있게표현한다.,표현하고자 하는 느낌과 아이디어를 떠올리고 음악적으로 표현할 수 있는여러 매체나 방법을 활용하여 자신감 있게 표현한다.,표현하고자 하는 느낌과 아이디어를 떠올리고 음악적으로 표현할 수 있는매체나 방법을 일부 활용하여 자신감 있게 표현하려고 노력한다.
음악,5-6학년군,[6음03-02],창작,기초적인 기보를 적절하게 활용하여 주어진 간단한 조건을 지켜 악곡의일부를 바꾼다.,기초적인 기보를 활용하여 주어진 간단한 조건을 지켜 악곡의 일부를 바꾼다.,기초적인 기보를 일부 활용하고 주어진 간단한 조건을 부분적으로 지켜악곡의 일부를 바꾼다.
음악,5-6학년군,[6음03-03],창작,음악의 요소를 적절하게 활용하여 음악 요소의 특징이 잘 나타나도록 간단한 음악을 창의적으로 만든다.,음악의 요소를 활용하여 음악 요소의 특징이 나타나도록 간단한 음악을만든다.,음악의 요소를 활용하여 간단한 음악을 만들려고 노력한다.
음악,5-6학년군,[6음01-01],연주,바른 주법과 표현 기법을 충분히 이해하여노래나 악기로 느낌을 담아 자연스럽게 연주한다.,바른 주법과 표현 기법을 이해하여 노래나 악기로 느낌을 담아 연주한다.,바른 주법과 표현 기법을 부분적으로 이해하여노래나 악기로 연주하려고 노력한다.
미술,5-6학년군,[6미01-01],미적 체험,다양한 감각과 매체의 역할을 이해하고 적절하게 활용하여 자신과 대상을적극적으로 탐색할 수 있다.,다양한 감각과 매체의 역할을 발견하고 활용하여 자신과 대상을 탐색할수 있다.,다양한 감각과 매체를 일부 활용하여 자신과 대상을 부분적으로 탐색할수 있다.
미술,5-6학년군,[6미01-02],미적 체험,"자신이나 주변 환경에서 찾은 감각적 특징, 느낌, 생각 등의 관계를 파악하고 다양한 방식으로 관련지어 나타낼 수 있다.","자신이나 주변 환경에서 찾은 감각적 특징, 느낌, 생각 등을 파악하고 관련지어 나타낼 수 있다.","자신이나 주변 환경에서 찾은 감각적 특징, 느낌, 생각 등을 나타낼 수있다."
미술,5-6학년군,[6미01-03],미적 체험,주변 환경에 대한 민감한 태도로 대상과 적극적으로 상호 작용하며 새로운의미를 발견하여 설명할 수 있다.,주변 환경에 대한 민감한 태도로 대상과 상호 작용하며 새로운 의미를 발견할 수 있다.,주변 환경에 관심을 보이며 대상과 상호 작용하여 의미를 발견하는 데 참여할 수 있다.
