교과,학년군,성취기준코드,평가요소,상,중,하
수학,1-2학년군,[2수03-11],도형과 측정-길이,1m와 1cm의 관계를 이용하여 실생활 상황에서 여러 가지 길이를 ‘몇 m 몇 cm’와 ‘몇 cm’로 표현할 수 있다.,"1m와 1cm의 관계를 이용하여 ‘몇 m 몇 cm’를 ‘몇 cm’로, ‘몇 cm’를 ‘몇 m 몇cm’로 나타낼 수 있다.","1m가 100cm임을 알고, 안내된 절차에 따라 ‘몇 m’를 ‘몇 cm’로, ‘몇 cm’를 ‘몇 m’로 나타낼 수 있다."
수학,1-2학년군,[2수03-12],도형과 측정-길이,"길이에 대한 양감을 이용하여 물건의 길이를 여러 가지 방법으로 어림하고, 어림한 방법을 말할 수 있다.","길이에 대한 양감을 바탕으로 주어진 물건의 길이를 어림하고, 어림한 길이를 자로 잰 길이와 비교할 수 있다.",안내된 절차에 따라 1cm 또는 1m와 비교하여 물건의 길이를 어림할 수 있다.
수학,1-2학년군,[2수03-13],도형과 측정-길이,"실생활 문제 상황을 길이의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 말할 수 있다.","실생활 문제 상황을 길이의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 간단한 길이의 덧셈과 뺄셈을 할 수 있다.
수학,1-2학년군,[2수04-01],자료와 가능성-자료의 정리,"사물을 여러 가지 기준으로 분류하고, 분류한 결과와 분류할 때 분명한 기준이 필요함을 말할 수 있다.","사물을 정해진 기준 또는 자신이 정한 기준으로 분류하고, 개수를 세어 분류한 결과를 말할 수 있다.","안내된 절차에 따라 사물을 간단한 기준으로 분류하고, 개수를 셀 수 있다."
수학,1-2학년군,[2수04-02],자료와 가능성-자료의 정리,"자료를 분류하여 표로 나타내고, 표를 보고 알게 된 사실과 자료를 표로 나타내면 편리한 점을 말할 수 있다.","분류한 자료를 표로 나타내고, 자료를 표로 나타내면 편리한 점을 말할 수 있다.",자료를 보고 일부가 주어진 표를 완성할 수 있다.
국어,3-4학년군,[4국01-01],듣기⋅ 말하기,"중요한 내용과 주제를 정확하게 파악하며 듣고, 중심 내용과 세부 내용을구분하여 자신의 언어로 요약할 수 있다.","중요한 내용과 주제를 파악하며 듣고, 중심 내용과 세부 내용을 구분하여요약할 수 있다.","중요한 내용과 주제의 일부를 파악하며 듣고, 자신이 파악한 내용을 중심으로 요약한다."
국어,3-4학년군,[4국01-02],듣기⋅ 말하기,"원인과 결과의 관계를 올바르게 고려하여 이어질 내용을 예측하며 듣고, 원인과 결과가 분명히 드러나게 말할 수 있다.","원인과 결과의 관계를 고려하여 이어질 내용을 예측하며 듣고, 원인과 결과가 드러나게 말할 수 있다.","원인과 결과의 관계를 알고 이어질 내용을 부분적으로 예측하며 듣고, 원인이나 결과가 일부 드러나게 말한다."
국어,3-4학년군,[4국01-03],듣기⋅ 말하기,담화 상황에 적절한 준언어ㆍ비언어적 표현을 활용하여 의미를 효과적으로전달하고 이해하며 듣고 말할 수 있다.,담화 상황에 적절한 준언어ㆍ비언어적 표현을 활용하여 의미를 전달하고 이해하며 듣고 말할 수 있다.,담화 상황에서 준언어ㆍ비언어적 표현을 일부 활용하여 듣고 말한다.
국어,3-4학년군,[4국01-04],듣기⋅ 말하기,"상황과 상대의 입장을 정확히 이해하고, 상대를 배려하는 표현을 적극적으로활용하여 예의를 지키며 대화할 수 있다.","상황과 상대의 입장을 이해하고, 상대를 배려하는 표현을 사용하여 예의를지키며 대화할 수 있다.","상황과 상대의 입장을 부분적으로 이해하고, 일부 상황에서 예의를 지키며대화한다."
국어,3-4학년군,[4국01-06],듣기⋅ 말하기,"주제에 적절한 의견과 타당한 이유를 분명하게 제시하고, 서로의 생각을 적극적으로 교환하며 다른 사람을 존중하는 태도로 토의에 참여할 수 있다.","주제에 적절한 의견과 이유를 제시하고, 서로의 생각을 교환하며 다른 사람을 존중하는 태도로 토의에 참여할 수 있다.","주제에 대한 의견과 이유를 일부 제시하고, 서로의 생각을 부분적으로 묻고답하며 토의에 참여한다.(2) 읽기성취기준성취기준별 성취수준"
국어,3-4학년군,[4국02-01],읽기,"글의 의미를 정확하게 파악하고, 글의 의미를 효과적으로 표현하는 방법을사용하여 유창하게 소리 내어 글을 읽을 수 있다.","글의 의미를 파악하고, 글의 의미를 효과적으로 표현하는 방법을 사용하여유창하게 글을 읽을 수 있다.",글의 의미를 부분적으로 파악하며 글을 소리 내어 읽는다.
국어,3-4학년군,[4국02-03],읽기,질문을 활용하여 글의 의미나 내용을 예측하며 읽고 글에 대한 이해 수준과읽기 과정에서 겪는 어려움을 적극적으로 점검하며 읽을 수 있다.,질문을 활용하여 글의 내용을 예측하며 읽고 자신의 읽기 과정에서 겪는 어려움을 점검할 수 있다.,질문을 활용하여 부분적으로 글을 예측하며 읽고 자신의 읽기 과정에서 겪는어려움을 일부 점검한다.
국어,3-4학년군,[4국02-04],읽기,글에 나타난 사실과 의견을 구분하고 의견에 대한 타당성 평가를 바탕으로필자와 자신의 의견을 적극적으로 비교할 수 있다.,글에 나타난 사실과 의견을 구분하고 필자의 의견을 일방적으로 수용하지않고 자신의 의견을 비교할 수 있다.,"글에 나타난 사실과 의견을 부분적으로 구분하고, 필자와 자신의 의견을 일부 비교한다."
국어,3-4학년군,[4국02-05],읽기,글이나 자료를 찾아 읽을 때 출처를 정확하게 확인하고 평가 기준에 따라출처가 믿을 만한지 능동적으로 판단할 수 있다.,글이나 자료를 찾아 읽을 때 출처를 확인하고 평가 기준에 따라 출처가 믿을만한지 판단할 수 있다.,글이나 자료를 찾아 읽을 때 출처를 일부 확인하고 출처가 믿을 만한지 부분적으로 판단한다.
국어,3-4학년군,[4국02-06],읽기,"다양한 읽기 활동에 적극적으로 참여하면서 바람직한 읽기 습관을 형성하고,읽기에 대한 자신감을 갖는다.","읽기 경험을 통해 바람직한 읽기 습관을 형성하고, 읽기에 대한 자신감을기를 수 있다.",바람직한 읽기 습관과 읽기에 대한 자신감의 형성이 제한적이다.(3) 쓰기성취기준성취기준별 성취수준
국어,3-4학년군,[4국03-01],쓰기,"중심 문장과 뒷받침 문장을 갖추어 문단을 짜임새 있게 쓸 수 있고, 문장과문단을 중심으로 글의 내용과 표현을 효과적으로 고쳐 쓸 수 있다.","중심 문장과 뒷받침 문장을 갖추어 문단을 쓸 수 있고, 문장과 문단을 중심으로 글의 내용과 표현을 고쳐 쓸 수 있다.","중심 문장이 있는 문단을 쓰고, 문장을 중심으로 글의 내용이나 표현을 일부고쳐 쓴다."
국어,3-4학년군,[4국03-02],쓰기,"절차와 결과가 드러나게 글의 내용을 짜임새 있게 조직하고, 사실에 기반한내용을 간결하고 정확한 표현으로 보고하는 글을 쓸 수 있다.",절차와 결과가 드러나게 글의 내용을 조직하고 사실에 기반한 내용과 정확한표현으로 보고하는 글을 쓸 수 있다.,절차와 결과가 부분적으로 드러나게 글의 내용을 조직하고 일부 정확한 표현을 사용하여 보고하는 글을 쓴다.
국어,3-4학년군,[4국03-03],쓰기,대상에 대해 자신의 의견을 제시하고 의견을 뒷받침하는 이유가 명료하게드러나도록 글을 쓸 수 있다.,대상에 대해 자신의 의견을 제시하고 의견을 뒷받침하는 이유를 들어 글을쓸 수 있다.,대상에 대해 자신의 의견을 제한적으로 제시하거나 의견에 대한 이유가 부분적으로 드러나게 글을 쓴다.
국어,3-4학년군,[4국03-04],쓰기,목적과 주제와 같은 상황 맥락을 전체적으로 고려하여 독자에게 마음을 전하는 글을 쓸 수 있다.,목적과 주제와 같은 상황 맥락을 고려하여 독자에게 마음을 전하는 글을 쓸수 있다.,목적 또는 주제를 부분적으로 고려하여 독자에게 마음을 전하는 글을 쓴다.
국어,3-4학년군,[4국03-05],쓰기,"자신의 쓰기 과정을 능동적으로 점검하여 글의 내용과 표현을 수정·보완할수 있고, 다양한 유형의 글을 쓰면서 쓰기에 자신감을 갖는다.","자신의 쓰기 과정을 점검하여 글의 내용이나 표현을 수정·보완할 수 있고,다양한 유형의 글을 쓰면서 쓰기에 자신감을 갖는다.","자신의 쓰기 과정을 제한적으로 점검하고, 일부 유형의 글을 쓰면서 쓰기에자신감을 갖는다.(4) 문법성취기준성취기준별 성취수준"
국어,3-4학년군,[4국04-01],문법,다양한 단어 간의 의미 관계를 종합적으로 분석할 수 있다.,단어와 단어 간의 의미 관계를 이해할 수 있다.,단어와 단어 간의 의미 관계를 제한적으로 이해한다.
국어,3-4학년군,[4국04-02],문법,단어를 다양한 기준에 따라 분류하고 국어사전의 정보를 종합적으로 활용하여 능동적인 국어 활동을 할 수 있다.,단어를 분류하고 국어사전의 정보를 활용하여 국어 활동을 할 수 있다.,단어의 분류 기준을 확인하고 국어사전의 정보를 일부 활용하여 국어 활동을한다.
국어,3-4학년군,[4국04-03],문법,다양한 문장에서 기본적인 문장의 짜임을 분석하고 여러 가지 짜임의 문장을적절하게 사용할 수 있다.,기본적인 문장의 짜임을 이해하고 여러 가지 짜임의 문장을 사용할 수 있다.,기본적인 문장의 짜임을 제한적으로 이해하고 사용한다.
국어,3-4학년군,[4국04-04],문법,글과 담화에 쓰인 다양한 높임 표현과 지시·접속 표현을 분석하고 적절한표현을 상황에 따라 효과적으로 활용할 수 있다.,글과 담화에 쓰인 다양한 높임 표현과 지시·접속 표현을 이해하고 이를 상황에 따라 표현할 수 있다.,글과 담화에 쓰인 높임 표현과 지시·접속 표현을 확인하고 일부를 상황에따라 제한적으로 표현한다.
국어,3-4학년군,[4국04-05],문법,언어가 의사소통과 관계 형성의 수단임을 종합적으로 이해하고 국어를 소중히 여기는 태도를 내면화한다.,언어가 의사소통과 관계 형성의 수단임을 이해하고 국어의 소중함을 인식하는 태도를 지닌다.,언어가 의사소통과 관계 형성의 수단임을 확인하고 국어의 소중함에 관심을가진다.(5) 문학성취기준성취기준별 성취수준
국어,3-4학년군,[4국05-01],문학,인물과 이야기의 흐름을 적절하게 파악하며 작품을 능동적으로 감상할 수있다.,인물과 이야기의 흐름을 파악하며 작품을 감상할 수 있다.,인물과 이야기의 흐름에 관심을 가지며 작품을 감상한다.
국어,3-4학년군,[4국05-02],문학,자신의 경험을 바탕으로 작품 속 세계와 현실 세계의 공통점이나 차이점을구체적으로 비교하고 작품에 대한 의견을 나누며 적극적으로 감상할 수있다.,자신의 경험을 바탕으로 작품 속 세계와 현실 세계의 공통점이나 차이점을비교하며 작품을 감상할 수 있다.,자신의 경험을 바탕으로 작품 속 세계와 현실 세계의 공통점이나 차이점을부분적으로 비교하며 작품을 감상한다.
국어,3-4학년군,[4국05-03],문학,작품을 듣거나 읽고 작품이 마음에 든 이유를 구체적으로 말하며 작품을 자세하게 소개할 수 있다.,작품을 듣거나 읽고 작품이 마음에 든 이유를 말하며 작품을 소개할 수 있다.,작품을 듣거나 읽고 작품에서 마음에 드는 부분을 일부 말한다.
국어,3-4학년군,[4국05-04],문학,"감각적 표현의 특성과 효과를 파악하며 작품을 감상하고, 감각적 표현을 적절하게 활용하여 자신의 생각이나 감정을 적극적으로 표현할 수 있다.","감각적 표현의 특성을 파악하며 작품을 감상하고, 감각적 표현을 활용하여자신의 생각이나 감정을 표현할 수 있다.","감각적 표현의 특성을 부분적으로 파악하며 작품을 감상하고, 감각적 표현을활용하여 자신의 생각이나 감정을 간단하게 표현한다."
국어,3-4학년군,[4국05-05],문학,재미나 감동을 느끼며 작품을 적극적으로 찾아 읽고 즐겨 감상하는 태도를지닌다.,재미나 감동을 느끼며 작품을 읽고 즐기는 태도를 지닌다.,주어진 작품을 읽고 재미나 감동을 느끼는 태도를 지닌다.(6) 매체성취기준성취기준별 성취수준
국어,3-4학년군,[4국06-01],매체,학습 상황에 필요한 다양한 자료를 인터넷에서 효과적으로 탐색하고 목적에적합한 자료를 선택하여 활용할 수 있다.,학습 상황에 필요한 다양한 자료를 인터넷에서 탐색하고 목적에 적합한 자료를 선택할 수 있다.,학습에 필요한 자료를 인터넷에서 탐색한다.
국어,3-4학년군,[4국06-02],매체,다양한 매체를 활용하여 간단한 발표 자료를 짜임새 있게 만들 수 있다.,매체를 활용하여 간단한 발표 자료를 만들 수 있다.,매체를 활용하여 발표 자료의 일부를 만든다.
사회,3-4학년군,[4사02-01],일상에서 만나는 과거,일상 속에서 시간의 흐름을 경험할 수 있는 사례를 분석하여 역사의 시간개념을 탐구하고 시간의 흐름 속에서 자신의 위치를 확인할 수 있다.,일상 속에서 시간의 흐름을 경험할 수 있는 사례를 찾아보고 이를 바탕으로 역사의 시간 개념을 설명할 수 있다.,일상 속에서 시간의 흐름을 경험할 수 있는 사례를 찾을 수 있다.
